,loss,accuracy,val_loss,val_accuracy
0,1.6944735050201416,0.7490040063858032,0.4148518443107605,0.7272727489471436
1,0.33443793654441833,0.8645418286323547,1.5599596500396729,0.6969696879386902
2,0.26234158873558044,0.9203187227249146,0.17863743007183075,0.9090909361839294
3,0.39570412039756775,0.8685259222984314,0.1336120367050171,0.9545454382896423
4,0.08287642151117325,0.980079710483551,0.20800459384918213,0.8939393758773804
5,0.1788705438375473,0.9442231059074402,0.10409005731344223,0.9696969985961914
6,0.10395995527505875,0.9561753273010254,0.20630000531673431,0.9242424368858337
7,0.21025162935256958,0.9362549781799316,0.11243756860494614,0.9545454382896423
8,0.13325399160385132,0.9362549781799316,0.38361260294914246,0.8333333134651184
9,0.01896277815103531,0.9960159659385681,0.0374811552464962,1.0
10,0.006462018471211195,1.0,0.38471901416778564,0.8333333134651184
11,0.08929438889026642,0.9721115827560425,0.06000731512904167,0.9848484992980957
12,0.10671442002058029,0.980079710483551,0.28030145168304443,0.8636363744735718
13,0.04922344535589218,0.9721115827560425,0.05469873920083046,0.9696969985961914
14,0.0032881316728889942,1.0,0.10291995108127594,0.9545454382896423
