,loss,accuracy,val_loss,val_accuracy
0,0.9517220258712769,0.5498008131980896,0.7682911157608032,0.6969696879386902
1,0.6775624752044678,0.6533864736557007,0.6258903741836548,0.8030303120613098
2,0.5492261052131653,0.8286852836608887,0.49259838461875916,0.8939393758773804
3,0.4507398009300232,0.8725099563598633,0.44558244943618774,0.8333333134651184
4,0.39370569586753845,0.8764940500259399,0.4083167314529419,0.8181818127632141
5,0.337469220161438,0.892430305480957,0.3594922721385956,0.8333333134651184
6,0.29370033740997314,0.9163346886634827,0.3214165270328522,0.8939393758773804
7,0.25500789284706116,0.9282868504524231,0.3006439805030823,0.8939393758773804
8,0.24261657893657684,0.9442231059074402,0.3099850118160248,0.8484848737716675
9,0.2360449731349945,0.9243028163909912,0.2845706641674042,0.8484848737716675
10,0.19593755900859833,0.9402390718460083,0.25822365283966064,0.8787878751754761
11,0.1770743429660797,0.9521912336349487,0.22837017476558685,0.939393937587738
12,0.15958347916603088,0.9521912336349487,0.22815215587615967,0.8939393758773804
13,0.1655394732952118,0.9521912336349487,0.22136835753917694,0.8939393758773804
14,0.1434401571750641,0.9641434550285339,0.2183103859424591,0.8939393758773804
15,0.12594781816005707,0.9641434550285339,0.19725370407104492,0.939393937587738
16,0.12133599072694778,0.9681274890899658,0.222832590341568,0.8787878751754761
17,0.12908782064914703,0.9641434550285339,0.44108444452285767,0.7878788113594055
18,0.14439140260219574,0.9482071995735168,0.3118680715560913,0.8333333134651184
19,0.12278255075216293,0.9641434550285339,0.20722757279872894,0.8939393758773804
20,0.12288889288902283,0.9561753273010254,0.17975153028964996,0.9090909361839294
21,0.12475196272134781,0.9641434550285339,0.16721899807453156,0.9242424368858337
22,0.11357758939266205,0.9721115827560425,0.1665951907634735,0.939393937587738
23,0.09549408406019211,0.9561753273010254,0.3587348461151123,0.8333333134651184
24,0.10801810026168823,0.9681274890899658,0.22031289339065552,0.8636363744735718
25,0.10141001641750336,0.9601593613624573,0.16117538511753082,0.9242424368858337
26,0.09305956214666367,0.980079710483551,0.17446522414684296,0.9090909361839294
27,0.08817960321903229,0.9681274890899658,0.13673269748687744,0.9848484992980957
28,0.0651458352804184,0.9840637445449829,0.19599832594394684,0.9090909361839294
29,0.05855649709701538,0.980079710483551,0.1292468160390854,0.9696969985961914
30,0.06943051517009735,0.9840637445449829,0.13330398499965668,0.9545454382896423
31,0.06143447011709213,0.9840637445449829,0.12429182231426239,0.9696969985961914
32,0.05408647656440735,0.9840637445449829,0.25166669487953186,0.8636363744735718
33,0.06290644407272339,0.980079710483551,0.15174445509910583,0.939393937587738
34,0.05066664516925812,0.9880478382110596,0.12120333313941956,0.9696969985961914
35,0.04532300680875778,0.9880478382110596,0.20164057612419128,0.8939393758773804
36,0.04695189744234085,0.9880478382110596,0.15873613953590393,0.939393937587738
37,0.05094492435455322,0.9840637445449829,0.12031532824039459,0.9696969985961914
38,0.039434343576431274,0.9880478382110596,0.16892647743225098,0.9242424368858337
39,0.038412079215049744,0.9920318722724915,0.1192190945148468,0.9545454382896423
40,0.052263956516981125,0.9840637445449829,0.11512935161590576,0.9545454382896423
41,0.05475936084985733,0.9920318722724915,0.18799735605716705,0.9090909361839294
42,0.03435424715280533,0.9920318722724915,0.15757450461387634,0.939393937587738
43,0.03165872395038605,0.9960159659385681,0.1177043542265892,0.9696969985961914
44,0.033610884100198746,0.9920318722724915,0.13617855310440063,0.9545454382896423
45,0.033851005136966705,0.9960159659385681,0.10980447381734848,0.9696969985961914
46,0.03471771627664566,0.9880478382110596,0.16375397145748138,0.939393937587738
47,0.02602042257785797,1.0,0.11440186947584152,0.9848484992980957
48,0.031226295977830887,0.9920318722724915,0.11111321300268173,0.9696969985961914
49,0.028212515637278557,0.9880478382110596,0.1671438366174698,0.9242424368858337
50,0.028874782845377922,0.9920318722724915,0.12360065430402756,0.9696969985961914
