,loss,accuracy,val_loss,val_accuracy
0,0.8216681480407715,0.6733067631721497,0.7612419128417969,0.6363636255264282
1,0.297268807888031,0.892430305480957,0.7834510803222656,0.6363636255264282
2,0.2375892549753189,0.9203187227249146,0.42744937539100647,0.8030303120613098
3,0.13798066973686218,0.9521912336349487,0.39750006794929504,0.8484848737716675
4,0.09399896115064621,0.980079710483551,0.3618217408657074,0.8787878751754761
5,0.0692562386393547,0.9880478382110596,0.3701375424861908,0.8636363744735718
6,0.056925419718027115,0.9880478382110596,0.39246615767478943,0.8030303120613098
7,0.05681530386209488,0.980079710483551,0.3664799928665161,0.8787878751754761
8,0.049357350915670395,0.9960159659385681,0.3581813871860504,0.8787878751754761
9,0.04580795392394066,0.9840637445449829,0.33014822006225586,0.8939393758773804
10,0.020817555487155914,0.9960159659385681,0.3717021346092224,0.8181818127632141
11,0.014787279069423676,1.0,0.3533536195755005,0.8181818127632141
12,0.011144434101879597,1.0,0.32202577590942383,0.8787878751754761
13,0.009520302526652813,1.0,0.3509838283061981,0.8181818127632141
14,0.008026115596294403,1.0,0.34568506479263306,0.8484848737716675
15,0.0073781851679086685,1.0,0.33993321657180786,0.8484848737716675
16,0.006414462346583605,1.0,0.3413662016391754,0.8787878751754761
17,0.005673700012266636,1.0,0.40726423263549805,0.8333333134651184
