,loss,accuracy,val_loss,val_accuracy
0,1.4337681531906128,0.5936254858970642,0.7169454097747803,0.6818181872367859
1,0.4038170874118805,0.824701189994812,0.4137937128543854,0.8030303120613098
2,0.2143503725528717,0.9282868504524231,0.30326294898986816,0.8787878751754761
3,0.1619081199169159,0.9561753273010254,0.38103535771369934,0.8333333134651184
4,0.16238412261009216,0.9521912336349487,0.33187827467918396,0.8787878751754761
5,0.09547610580921173,0.9840637445449829,0.21724632382392883,0.9242424368858337
6,0.08035285770893097,0.980079710483551,0.20006556808948517,0.9090909361839294
7,0.0643618181347847,0.9880478382110596,0.1866036355495453,0.9242424368858337
8,0.04934686794877052,0.9920318722724915,0.17415648698806763,0.939393937587738
9,0.047780897468328476,0.9960159659385681,0.1747559905052185,0.9242424368858337
10,0.03446875140070915,0.9960159659385681,0.18614155054092407,0.8939393758773804
11,0.029276657849550247,1.0,0.15317387878894806,0.939393937587738
12,0.025432078167796135,1.0,0.15760159492492676,0.9545454382896423
13,0.02556048333644867,1.0,0.15732452273368835,0.939393937587738
14,0.017346952110528946,1.0,0.15703348815441132,0.939393937587738
15,0.01466088742017746,1.0,0.17185521125793457,0.939393937587738
16,0.013463201932609081,1.0,0.1631946563720703,0.939393937587738
